TBLID,GEOID,GEONAME,ORDER,TITLE,ESTIMATE,MG_ERROR
B06011,05000US48213,"Henderson County, Texas",2,Born in state of residence,"22,620","+/-3,436"
B06011,05000US48213,"Henderson County, Texas",3,Born in other state of the United States,"24,922","+/-6,450"
B06011,05000US48213,"Henderson County, Texas",4,Native; born outside the United States,"29,081","+/-6,641"
B06011,05000US48213,"Henderson County, Texas",5,Foreign born,"14,567","+/-5,014"
B06011,05000US48215,"Hidalgo County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48215,"Hidalgo County, Texas",1,Total:,"19,173",+/-919
B06011,05000US48215,"Hidalgo County, Texas",2,Born in state of residence,"20,871",+/-990
B06011,05000US48215,"Hidalgo County, Texas",3,Born in other state of the United States,"25,816","+/-2,297"
B06011,05000US48215,"Hidalgo County, Texas",4,Native; born outside the United States,"15,946","+/-1,723"
B06011,05000US48215,"Hidalgo County, Texas",5,Foreign born,"15,873",+/-925
B06011,05000US48231,"Hunt County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48231,"Hunt County, Texas",1,Total:,"26,910","+/-3,057"
B06011,05000US48231,"Hunt County, Texas",2,Born in state of residence,"23,745","+/-2,730"
B06011,05000US48231,"Hunt County, Texas",3,Born in other state of the United States,"30,348","+/-4,013"
B06011,05000US48231,"Hunt County, Texas",4,Native; born outside the United States,"23,111","+/-16,222"
B06011,05000US48231,"Hunt County, Texas",5,Foreign born,"28,842","+/-8,640"
B06011,05000US48245,"Jefferson County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48245,"Jefferson County, Texas",1,Total:,"26,183","+/-1,386"
B06011,05000US48245,"Jefferson County, Texas",2,Born in state of residence,"26,518","+/-1,929"
B06011,05000US48245,"Jefferson County, Texas",3,Born in other state of the United States,"25,851","+/-3,020"
B06011,05000US48245,"Jefferson County, Texas",4,Native; born outside the United States,"20,448","+/-8,964"
B06011,05000US48245,"Jefferson County, Texas",5,Foreign born,"25,863","+/-2,652"
B06011,05000US48251,"Johnson County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48251,"Johnson County, Texas",1,Total:,"32,151","+/-1,924"
B06011,05000US48251,"Johnson County, Texas",2,Born in state of residence,"33,215","+/-3,630"
B06011,05000US48251,"Johnson County, Texas",3,Born in other state of the United States,"32,488","+/-3,752"
B06011,05000US48251,"Johnson County, Texas",4,Native; born outside the United States,"16,577","+/-43,974"
B06011,05000US48251,"Johnson County, Texas",5,Foreign born,"26,530","+/-2,473"
B06011,05000US48257,"Kaufman County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48257,"Kaufman County, Texas",1,Total:,"30,531","+/-1,407"
B06011,05000US48257,"Kaufman County, Texas",2,Born in state of residence,"30,939","+/-1,834"
B06011,05000US48257,"Kaufman County, Texas",3,Born in other state of the United States,"28,161","+/-5,196"
B06011,05000US48257,"Kaufman County, Texas",4,Native; born outside the United States,"27,220","+/-47,341"
B06011,05000US48257,"Kaufman County, Texas",5,Foreign born,"30,993","+/-3,990"
B06011,05000US48291,"Liberty County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48291,"Liberty County, Texas",1,Total:,"29,014","+/-3,078"
B06011,05000US48291,"Liberty County, Texas",2,Born in state of residence,"27,990","+/-3,474"
B06011,05000US48291,"Liberty County, Texas",3,Born in other state of the United States,"30,812","+/-7,412"
B06011,05000US48291,"Liberty County, Texas",4,Native; born outside the United States,-,**
B06011,05000US48291,"Liberty County, Texas",5,Foreign born,"39,930","+/-11,170"
B06011,05000US48303,"Lubbock County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48303,"Lubbock County, Texas",1,Total:,"25,715","+/-1,204"
B06011,05000US48303,"Lubbock County, Texas",2,Born in state of residence,"24,837","+/-1,532"
B06011,05000US48303,"Lubbock County, Texas",3,Born in other state of the United States,"28,344","+/-3,531"
B06011,05000US48303,"Lubbock County, Texas",4,Native; born outside the United States,"21,250","+/-24,729"
B06011,05000US48303,"Lubbock County, Texas",5,Foreign born,"29,599","+/-6,899"
B06011,05000US48309,"McLennan County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48309,"McLennan County, Texas",1,Total:,"24,935",+/-999
B06011,05000US48309,"McLennan County, Texas",2,Born in state of residence,"25,579","+/-1,212"
B06011,05000US48309,"McLennan County, Texas",3,Born in other state of the United States,"25,587","+/-2,398"
B06011,05000US48309,"McLennan County, Texas",4,Native; born outside the United States,"45,861","+/-13,320"
B06011,05000US48309,"McLennan County, Texas",5,Foreign born,"20,362","+/-2,587"
B06011,05000US48329,"Midland County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48329,"Midland County, Texas",1,Total:,"38,890","+/-3,887"
B06011,05000US48329,"Midland County, Texas",2,Born in state of residence,"34,964","+/-6,078"
B06011,05000US48329,"Midland County, Texas",3,Born in other state of the United States,"49,953","+/-6,522"
B06011,05000US48329,"Midland County, Texas",4,Native; born outside the United States,"48,217","+/-12,016"
B06011,05000US48329,"Midland County, Texas",5,Foreign born,"36,258","+/-10,887"
B06011,05000US48339,"Montgomery County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48339,"Montgomery County, Texas",1,Total:,"36,304","+/-1,842"
B06011,05000US48339,"Montgomery County, Texas",2,Born in state of residence,"33,731","+/-3,111"
B06011,05000US48339,"Montgomery County, Texas",3,Born in other state of the United States,"44,324","+/-5,350"
B06011,05000US48339,"Montgomery County, Texas",4,Native; born outside the United States,"41,250","+/-27,017"
B06011,05000US48339,"Montgomery County, Texas",5,Foreign born,"30,765","+/-3,387"
B06011,05000US48347,"Nacogdoches County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48347,"Nacogdoches County, Texas",1,Total:,"20,776","+/-2,100"
B06011,05000US48347,"Nacogdoches County, Texas",2,Born in state of residence,"18,801","+/-2,884"
B06011,05000US48347,"Nacogdoches County, Texas",3,Born in other state of the United States,"28,405","+/-7,698"
B06011,05000US48347,"Nacogdoches County, Texas",4,Native; born outside the United States,"55,188","+/-30,420"
B06011,05000US48347,"Nacogdoches County, Texas",5,Foreign born,"31,212","+/-11,925"
B06011,05000US48355,"Nueces County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48355,"Nueces County, Texas",1,Total:,"28,594","+/-1,862"
B06011,05000US48355,"Nueces County, Texas",2,Born in state of residence,"27,040","+/-1,475"
B06011,05000US48355,"Nueces County, Texas",3,Born in other state of the United States,"34,331","+/-3,914"
B06011,05000US48355,"Nueces County, Texas",4,Native; born outside the United States,"41,358","+/-10,525"
B06011,05000US48355,"Nueces County, Texas",5,Foreign born,"27,000","+/-6,351"
B06011,05000US48361,"Orange County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48361,"Orange County, Texas",1,Total:,"29,724","+/-2,823"
B06011,05000US48361,"Orange County, Texas",2,Born in state of residence,"31,191","+/-3,187"
B06011,05000US48361,"Orange County, Texas",3,Born in other state of the United States,"24,983","+/-4,064"
B06011,05000US48361,"Orange County, Texas",4,Native; born outside the United States,"14,489","+/-92,370"
B06011,05000US48361,"Orange County, Texas",5,Foreign born,"30,418","+/-15,423"
B06011,05000US48367,"Parker County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48367,"Parker County, Texas",1,Total:,"33,812","+/-4,769"
B06011,05000US48367,"Parker County, Texas",2,Born in state of residence,"32,334","+/-3,662"
B06011,05000US48367,"Parker County, Texas",3,Born in other state of the United States,"38,013","+/-7,041"
B06011,05000US48367,"Parker County, Texas",4,Native; born outside the United States,"60,337","+/-63,217"
B06011,05000US48367,"Parker County, Texas",5,Foreign born,"37,810","+/-19,986"
B06011,05000US48375,"Potter County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48375,"Potter County, Texas",1,Total:,"25,569","+/-1,494"
B06011,05000US48375,"Potter County, Texas",2,Born in state of residence,"25,316","+/-2,307"
B06011,05000US48375,"Potter County, Texas",3,Born in other state of the United States,"26,241","+/-3,730"
B06011,05000US48375,"Potter County, Texas",4,Native; born outside the United States,"21,889","+/-23,614"
B06011,05000US48375,"Potter County, Texas",5,Foreign born,"25,675","+/-2,887"
B06011,05000US48381,"Randall County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48381,"Randall County, Texas",1,Total:,"37,015","+/-1,504"
B06011,05000US48381,"Randall County, Texas",2,Born in state of residence,"36,589","+/-1,689"
B06011,05000US48381,"Randall County, Texas",3,Born in other state of the United States,"38,109","+/-2,754"
B06011,05000US48381,"Randall County, Texas",4,Native; born outside the United States,"53,755","+/-20,028"
B06011,05000US48381,"Randall County, Texas",5,Foreign born,"34,397","+/-6,394"
B06011,05000US48397,"Rockwall County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48397,"Rockwall County, Texas",1,Total:,"42,365","+/-4,170"
B06011,05000US48397,"Rockwall County, Texas",2,Born in state of residence,"36,282","+/-2,945"
B06011,05000US48397,"Rockwall County, Texas",3,Born in other state of the United States,"51,961","+/-5,807"
B06011,05000US48397,"Rockwall County, Texas",4,Native; born outside the United States,"71,545","+/-54,106"
B06011,05000US48397,"Rockwall County, Texas",5,Foreign born,"35,553","+/-10,122"
B06011,05000US48409,"San Patricio County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48409,"San Patricio County, Texas",1,Total:,"24,441","+/-3,707"
B06011,05000US48409,"San Patricio County, Texas",2,Born in state of residence,"22,830","+/-3,832"
B06011,05000US48409,"San Patricio County, Texas",3,Born in other state of the United States,"35,880","+/-3,822"
B06011,05000US48409,"San Patricio County, Texas",4,Native; born outside the United States,"17,371","+/-47,598"
B06011,05000US48409,"San Patricio County, Texas",5,Foreign born,"15,991","+/-3,384"
B06011,05000US48423,"Smith County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48423,"Smith County, Texas",1,Total:,"27,242","+/-1,540"
B06011,05000US48423,"Smith County, Texas",2,Born in state of residence,"26,698","+/-1,923"
B06011,05000US48423,"Smith County, Texas",3,Born in other state of the United States,"30,735","+/-4,392"
B06011,05000US48423,"Smith County, Texas",4,Native; born outside the United States,"27,131","+/-3,877"
B06011,05000US48423,"Smith County, Texas",5,Foreign born,"26,080","+/-3,522"
B06011,05000US48439,"Tarrant County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48439,"Tarrant County, Texas",1,Total:,"32,314",+/-500
B06011,05000US48439,"Tarrant County, Texas",2,Born in state of residence,"30,842",+/-767
B06011,05000US48439,"Tarrant County, Texas",3,Born in other state of the United States,"41,294","+/-1,059"
B06011,05000US48439,"Tarrant County, Texas",4,Native; born outside the United States,"28,920","+/-5,294"
B06011,05000US48439,"Tarrant County, Texas",5,Foreign born,"28,616","+/-1,497"
B06011,05000US48441,"Taylor County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48441,"Taylor County, Texas",1,Total:,"26,618","+/-1,197"
B06011,05000US48441,"Taylor County, Texas",2,Born in state of residence,"26,465","+/-2,007"
B06011,05000US48441,"Taylor County, Texas",3,Born in other state of the United States,"27,393","+/-2,633"
B06011,05000US48441,"Taylor County, Texas",4,Native; born outside the United States,"31,000","+/-6,101"
B06011,05000US48441,"Taylor County, Texas",5,Foreign born,"22,255","+/-4,903"
B06011,05000US48451,"Tom Green County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48451,"Tom Green County, Texas",1,Total:,"26,887","+/-2,886"
B06011,05000US48451,"Tom Green County, Texas",2,Born in state of residence,"26,814","+/-2,347"
B06011,05000US48451,"Tom Green County, Texas",3,Born in other state of the United States,"32,129","+/-8,273"
B06011,05000US48451,"Tom Green County, Texas",4,Native; born outside the United States,"21,890","+/-60,673"
B06011,05000US48451,"Tom Green County, Texas",5,Foreign born,"18,773","+/-4,025"
B06011,05000US48453,"Travis County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48453,"Travis County, Texas",1,Total:,"40,346",+/-736
B06011,05000US48453,"Travis County, Texas",2,Born in state of residence,"35,796","+/-1,402"
B06011,05000US48453,"Travis County, Texas",3,Born in other state of the United States,"51,945","+/-1,257"
B06011,05000US48453,"Travis County, Texas",4,Native; born outside the United States,"45,263","+/-11,953"
B06011,05000US48453,"Travis County, Texas",5,Foreign born,"31,573","+/-1,137"
B06011,05000US48469,"Victoria County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48469,"Victoria County, Texas",1,Total:,"25,768","+/-2,121"
B06011,05000US48469,"Victoria County, Texas",2,Born in state of residence,"24,581","+/-2,685"
B06011,05000US48469,"Victoria County, Texas",3,Born in other state of the United States,"30,697","+/-5,618"
B06011,05000US48469,"Victoria County, Texas",4,Native; born outside the United States,"44,375","+/-52,303"
B06011,05000US48469,"Victoria County, Texas",5,Foreign born,"26,795","+/-9,181"
B06011,05000US48471,"Walker County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48471,"Walker County, Texas",1,Total:,"26,276","+/-3,210"
B06011,05000US48471,"Walker County, Texas",2,Born in state of residence,"23,761","+/-5,125"
B06011,05000US48471,"Walker County, Texas",3,Born in other state of the United States,"28,292","+/-4,843"
B06011,05000US48471,"Walker County, Texas",4,Native; born outside the United States,"48,932","+/-13,359"
B06011,05000US48471,"Walker County, Texas",5,Foreign born,"37,115","+/-16,001"
B06011,05000US48479,"Webb County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48479,"Webb County, Texas",1,Total:,"21,503","+/-1,148"
B06011,05000US48479,"Webb County, Texas",2,Born in state of residence,"25,677","+/-2,159"
B06011,05000US48479,"Webb County, Texas",3,Born in other state of the United States,"16,181","+/-2,789"
B06011,05000US48479,"Webb County, Texas",4,Native; born outside the United States,"40,079","+/-16,189"
B06011,05000US48479,"Webb County, Texas",5,Foreign born,"18,035","+/-1,658"
B06011,05000US48485,"Wichita County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48485,"Wichita County, Texas",1,Total:,"23,895","+/-1,533"
B06011,05000US48485,"Wichita County, Texas",2,Born in state of residence,"23,377","+/-1,953"
B06011,05000US48485,"Wichita County, Texas",3,Born in other state of the United States,"24,631","+/-3,124"
B06011,05000US48485,"Wichita County, Texas",4,Native; born outside the United States,"20,498","+/-11,506"
B06011,05000US48485,"Wichita County, Texas",5,Foreign born,"24,500","+/-4,901"
B06011,05000US48491,"Williamson County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48491,"Williamson County, Texas",1,Total:,"39,214","+/-1,882"
B06011,05000US48491,"Williamson County, Texas",2,Born in state of residence,"36,658","+/-2,061"
B06011,05000US48491,"Williamson County, Texas",3,Born in other state of the United States,"42,179","+/-3,474"
B06011,05000US48491,"Williamson County, Texas",4,Native; born outside the United States,"39,774","+/-7,663"
B06011,05000US48491,"Williamson County, Texas",5,Foreign born,"36,738","+/-4,227"
B06011,05000US48497,"Wise County, Texas",0.5,Median income in the past 12 months --,,
B06011,05000US48497,"Wise County, Texas",1,Total:,"29,909","+/-2,928"
B06011,05000US48497,"Wise County, Texas",2,Born in state of residence,"31,955","+/-3,111"
B06011,05000US48497,"Wise County, Texas",3,Born in other state of the United States,"28,673","+/-4,063"
B06011,05000US48497,"Wise County, Texas",4,Native; born outside the United States,"9,353","+/-8,561"
B06011,05000US48497,"Wise County, Texas",5,Foreign born,"23,296","+/-4,441"
B06011,05000US49005,"Cache County, Utah",0.5,Median income in the past 12 months --,,
B06011,05000US49005,"Cache County, Utah",1,Total:,"25,060","+/-1,817"
B06011,05000US49005,"Cache County, Utah",2,Born in state of residence,"22,734","+/-1,963"
B06011,05000US49005,"Cache County, Utah",3,Born in other state of the United States,"27,235","+/-2,638"
B06011,05000US49005,"Cache County, Utah",4,Native; born outside the United States,"25,779","+/-15,718"
B06011,05000US49005,"Cache County, Utah",5,Foreign born,"26,899","+/-7,900"
B06011,05000US49011,"Davis County, Utah",0.5,Median income in the past 12 months --,,
B06011,05000US49011,"Davis County, Utah",1,Total:,"34,208","+/-1,657"
B06011,05000US49011,"Davis County, Utah",2,Born in state of residence,"33,592","+/-1,982"
B06011,05000US49011,"Davis County, Utah",3,Born in other state of the United States,"35,190","+/-2,393"
B06011,05000US49011,"Davis County, Utah",4,Native; born outside the United States,"29,766","+/-5,052"
B06011,05000US49011,"Davis County, Utah",5,Foreign born,"36,384","+/-7,091"
B06011,05000US49035,"Salt Lake County, Utah",0.5,Median income in the past 12 months --,,
B06011,05000US49035,"Salt Lake County, Utah",1,Total:,"34,115",+/-935
B06011,05000US49035,"Salt Lake County, Utah",2,Born in state of residence,"32,519","+/-1,103"
B06011,05000US49035,"Salt Lake County, Utah",3,Born in other state of the United States,"39,558","+/-1,633"
B06011,05000US49035,"Salt Lake County, Utah",4,Native; born outside the United States,"36,646","+/-13,603"
B06011,05000US49035,"Salt Lake County, Utah",5,Foreign born,"29,649","+/-2,330"
B06011,05000US49045,"Tooele County, Utah",0.5,Median income in the past 12 months --,,
B06011,05000US49045,"Tooele County, Utah",1,Total:,"32,313","+/-4,177"
B06011,05000US49045,"Tooele County, Utah",2,Born in state of residence,"31,341","+/-5,518"
B06011,05000US49045,"Tooele County, Utah",3,Born in other state of the United States,"35,932","+/-5,811"
B06011,05000US49045,"Tooele County, Utah",4,Native; born outside the United States,"39,529","+/-197,038"
B06011,05000US49045,"Tooele County, Utah",5,Foreign born,"30,012","+/-11,194"
B06011,05000US49049,"Utah County, Utah",0.5,Median income in the past 12 months --,,
B06011,05000US49049,"Utah County, Utah",1,Total:,"25,912",+/-778
B06011,05000US49049,"Utah County, Utah",2,Born in state of residence,"25,770","+/-1,102"
B06011,05000US49049,"Utah County, Utah",3,Born in other state of the United States,"25,199","+/-1,413"
B06011,05000US49049,"Utah County, Utah",4,Native; born outside the United States,"31,343","+/-3,994"
B06011,05000US49049,"Utah County, Utah",5,Foreign born,"28,267","+/-3,046"
B06011,05000US49053,"Washington County, Utah",0.5,Median income in the past 12 months --,,
B06011,05000US49053,"Washington County, Utah",1,Total:,"27,778","+/-1,634"
B06011,05000US49053,"Washington County, Utah",2,Born in state of residence,"26,963","+/-1,314"
B06011,05000US49053,"Washington County, Utah",3,Born in other state of the United States,"28,984","+/-3,299"
B06011,05000US49053,"Washington County, Utah",4,Native; born outside the United States,"32,445","+/-40,758"
B06011,05000US49053,"Washington County, Utah",5,Foreign born,"28,654","+/-9,446"
B06011,05000US49057,"Weber County, Utah",0.5,Median income in the past 12 months --,,
B06011,05000US49057,"Weber County, Utah",1,Total:,"31,485",+/-875
B06011,05000US49057,"Weber County, Utah",2,Born in state of residence,"30,385","+/-1,130"
B06011,05000US49057,"Weber County, Utah",3,Born in other state of the United States,"36,431","+/-2,924"
B06011,05000US49057,"Weber County, Utah",4,Native; born outside the United States,"25,186","+/-17,468"
B06011,05000US49057,"Weber County, Utah",5,Foreign born,"30,000","+/-4,008"
B06011,05000US50007,"Chittenden County, Vermont",0.5,Median income in the past 12 months --,,
B06011,05000US50007,"Chittenden County, Vermont",1,Total:,"34,141","+/-2,568"
B06011,05000US50007,"Chittenden County, Vermont",2,Born in state of residence,"32,460","+/-3,420"
B06011,05000US50007,"Chittenden County, Vermont",3,Born in other state of the United States,"36,280","+/-2,353"
B06011,05000US50007,"Chittenden County, Vermont",4,Native; born outside the United States,"18,867","+/-21,294"
B06011,05000US50007,"Chittenden County, Vermont",5,Foreign born,"29,679","+/-10,916"
B06011,05000US51003,"Albemarle County, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51003,"Albemarle County, Virginia",1,Total:,"33,623","+/-3,595"
B06011,05000US51003,"Albemarle County, Virginia",2,Born in state of residence,"26,818","+/-3,586"
B06011,05000US51003,"Albemarle County, Virginia",3,Born in other state of the United States,"42,184","+/-3,029"
B06011,05000US51003,"Albemarle County, Virginia",4,Native; born outside the United States,"19,104","+/-21,261"
B06011,05000US51003,"Albemarle County, Virginia",5,Foreign born,"26,321","+/-4,265"
B06011,05000US51013,"Arlington County, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51013,"Arlington County, Virginia",1,Total:,"69,130","+/-4,573"
B06011,05000US51013,"Arlington County, Virginia",2,Born in state of residence,"60,069","+/-4,562"
B06011,05000US51013,"Arlington County, Virginia",3,Born in other state of the United States,"83,310","+/-3,949"
B06011,05000US51013,"Arlington County, Virginia",4,Native; born outside the United States,"67,026","+/-19,218"
B06011,05000US51013,"Arlington County, Virginia",5,Foreign born,"37,919","+/-6,093"
B06011,05000US51015,"Augusta County, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51015,"Augusta County, Virginia",1,Total:,"30,965","+/-1,579"
B06011,05000US51015,"Augusta County, Virginia",2,Born in state of residence,"30,009","+/-2,844"
B06011,05000US51015,"Augusta County, Virginia",3,Born in other state of the United States,"36,283","+/-5,713"
B06011,05000US51015,"Augusta County, Virginia",4,Native; born outside the United States,"60,508","+/-17,598"
B06011,05000US51015,"Augusta County, Virginia",5,Foreign born,"30,434","+/-9,560"
B06011,05000US51019,"Bedford County, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51019,"Bedford County, Virginia",1,Total:,"30,433","+/-1,650"
B06011,05000US51019,"Bedford County, Virginia",2,Born in state of residence,"26,555","+/-3,412"
B06011,05000US51019,"Bedford County, Virginia",3,Born in other state of the United States,"35,759","+/-3,538"
B06011,05000US51019,"Bedford County, Virginia",4,Native; born outside the United States,"35,545","+/-12,067"
B06011,05000US51019,"Bedford County, Virginia",5,Foreign born,"31,909","+/-8,020"
B06011,05000US51041,"Chesterfield County, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51041,"Chesterfield County, Virginia",1,Total:,"37,432","+/-1,853"
B06011,05000US51041,"Chesterfield County, Virginia",2,Born in state of residence,"33,841","+/-3,453"
B06011,05000US51041,"Chesterfield County, Virginia",3,Born in other state of the United States,"43,799","+/-2,961"
B06011,05000US51041,"Chesterfield County, Virginia",4,Native; born outside the United States,"45,889","+/-13,496"
B06011,05000US51041,"Chesterfield County, Virginia",5,Foreign born,"33,356","+/-4,747"
B06011,05000US51059,"Fairfax County, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51059,"Fairfax County, Virginia",1,Total:,"51,923","+/-1,112"
B06011,05000US51059,"Fairfax County, Virginia",2,Born in state of residence,"31,933","+/-1,633"
B06011,05000US51059,"Fairfax County, Virginia",3,Born in other state of the United States,"75,300","+/-1,655"
B06011,05000US51059,"Fairfax County, Virginia",4,Native; born outside the United States,"51,639","+/-8,255"
B06011,05000US51059,"Fairfax County, Virginia",5,Foreign born,"38,734","+/-2,277"
B06011,05000US51061,"Fauquier County, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51061,"Fauquier County, Virginia",1,Total:,"43,889","+/-4,603"
B06011,05000US51061,"Fauquier County, Virginia",2,Born in state of residence,"38,541","+/-6,309"
B06011,05000US51061,"Fauquier County, Virginia",3,Born in other state of the United States,"56,845","+/-6,510"
B06011,05000US51061,"Fauquier County, Virginia",4,Native; born outside the United States,"58,456","+/-37,967"
B06011,05000US51061,"Fauquier County, Virginia",5,Foreign born,"35,479","+/-6,261"
B06011,05000US51069,"Frederick County, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51069,"Frederick County, Virginia",1,Total:,"38,430","+/-3,852"
B06011,05000US51069,"Frederick County, Virginia",2,Born in state of residence,"35,573","+/-5,222"
B06011,05000US51069,"Frederick County, Virginia",3,Born in other state of the United States,"44,804","+/-6,952"
B06011,05000US51069,"Frederick County, Virginia",4,Native; born outside the United States,"25,238","+/-36,739"
B06011,05000US51069,"Frederick County, Virginia",5,Foreign born,"35,639","+/-13,830"
B06011,05000US51085,"Hanover County, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51085,"Hanover County, Virginia",1,Total:,"40,703","+/-1,541"
B06011,05000US51085,"Hanover County, Virginia",2,Born in state of residence,"36,411","+/-3,921"
B06011,05000US51085,"Hanover County, Virginia",3,Born in other state of the United States,"49,793","+/-4,162"
B06011,05000US51085,"Hanover County, Virginia",4,Native; born outside the United States,"42,423","+/-11,406"
B06011,05000US51085,"Hanover County, Virginia",5,Foreign born,"35,860","+/-7,131"
B06011,05000US51087,"Henrico County, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51087,"Henrico County, Virginia",1,Total:,"36,417","+/-1,370"
B06011,05000US51087,"Henrico County, Virginia",2,Born in state of residence,"31,241","+/-1,622"
B06011,05000US51087,"Henrico County, Virginia",3,Born in other state of the United States,"43,867","+/-3,319"
B06011,05000US51087,"Henrico County, Virginia",4,Native; born outside the United States,"29,872","+/-25,288"
B06011,05000US51087,"Henrico County, Virginia",5,Foreign born,"38,516","+/-4,443"
B06011,05000US51095,"James City County, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51095,"James City County, Virginia",1,Total:,"40,001","+/-6,258"
B06011,05000US51095,"James City County, Virginia",2,Born in state of residence,"28,427","+/-3,089"
B06011,05000US51095,"James City County, Virginia",3,Born in other state of the United States,"48,102","+/-5,679"
B06011,05000US51095,"James City County, Virginia",4,Native; born outside the United States,"40,357","+/-13,121"
B06011,05000US51095,"James City County, Virginia",5,Foreign born,"31,671","+/-16,437"
B06011,05000US51107,"Loudoun County, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51107,"Loudoun County, Virginia",1,Total:,"60,724","+/-1,513"
B06011,05000US51107,"Loudoun County, Virginia",2,Born in state of residence,"39,516","+/-6,912"
B06011,05000US51107,"Loudoun County, Virginia",3,Born in other state of the United States,"75,542","+/-3,755"
B06011,05000US51107,"Loudoun County, Virginia",4,Native; born outside the United States,"73,110","+/-31,839"
B06011,05000US51107,"Loudoun County, Virginia",5,Foreign born,"52,711","+/-4,081"
B06011,05000US51121,"Montgomery County, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51121,"Montgomery County, Virginia",1,Total:,"24,488","+/-2,490"
B06011,05000US51121,"Montgomery County, Virginia",2,Born in state of residence,"23,429","+/-3,304"
B06011,05000US51121,"Montgomery County, Virginia",3,Born in other state of the United States,"25,094","+/-4,771"
B06011,05000US51121,"Montgomery County, Virginia",4,Native; born outside the United States,"31,722","+/-33,736"
B06011,05000US51121,"Montgomery County, Virginia",5,Foreign born,"27,570","+/-5,071"
B06011,05000US51153,"Prince William County, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51153,"Prince William County, Virginia",1,Total:,"42,373","+/-2,541"
B06011,05000US51153,"Prince William County, Virginia",2,Born in state of residence,"30,888","+/-1,817"
B06011,05000US51153,"Prince William County, Virginia",3,Born in other state of the United States,"61,682","+/-1,679"
B06011,05000US51153,"Prince William County, Virginia",4,Native; born outside the United States,"60,732","+/-13,070"
B06011,05000US51153,"Prince William County, Virginia",5,Foreign born,"33,455","+/-3,385"
B06011,05000US51161,"Roanoke County, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51161,"Roanoke County, Virginia",1,Total:,"35,808","+/-1,895"
B06011,05000US51161,"Roanoke County, Virginia",2,Born in state of residence,"32,421","+/-3,842"
B06011,05000US51161,"Roanoke County, Virginia",3,Born in other state of the United States,"40,594","+/-3,890"
B06011,05000US51161,"Roanoke County, Virginia",4,Native; born outside the United States,"84,487","+/-64,427"
B06011,05000US51161,"Roanoke County, Virginia",5,Foreign born,"34,661","+/-21,478"
B06011,05000US51165,"Rockingham County, Virginia",0.5,Median income in the past 12 months --,,
B06011,05000US51165,"Rockingham County, Virginia",1,Total:,"30,852","+/-1,317"
B06011,05000US51165,"Rockingham County, Virginia",2,Born in state of residence,"30,404","+/-1,552"
B06011,05000US51165,"Rockingham County, Virginia",3,Born in other state of the United States,"31,703","+/-6,244"
B06011,05000US51165,"Rockingham County, Virginia",4,Native; born outside the United States,"29,439","+/-3,493"
B06011,05000US51165,"Rockingham County, Virginia",5,Foreign born,"35,789","+/-5,115"
B06011,05000US51177,"Spotsylvania County, Virginia",0.5,Median income in the past 12 months --,,
